word,Anxious,Depressed,Happy,Introvert,Stable,bio_frequency,km_half_life_days,lognormal_half_life_days,lognormal_mu,lognormal_sigma,prev1,prev2,unique_users
mechanic,35.88297906657697,50.05930846343675,48.04541172283067,61.22353574702368,53.99495671278592,244.0,475.0,466.07,6.144335,2.093303,3.0145874713222685,3.6135309248307856,205.0
mechanical,35.43679724914153,42.59586405113805,47.70705656236575,56.978913797358885,50.71508513745477,311.0,647.0,619.52,6.428945,2.170024,3.8889483396278615,4.110877116635453,265.0
mechanics,27.01334125907294,38.28087907365575,49.81419743994234,76.03014518644483,48.06069660354779,61.0,198.0,212.64,5.35958,1.620639,0.3001537309108752,0.5051172260516152,53.0
mechanism,50.47830091449303,62.03519973244269,38.73486725720255,61.74128965626283,36.95227166007095,34.0,99.0,112.7,4.724758,2.046294,0.169652108775712,0.2642151643962295,34.0
med,51.90147750854855,45.376993325166296,52.08017009200847,65.31900016448343,53.64317789804706,589.0,357.0,312.81,5.745599,2.008063,3.7584467174926974,5.937070164668215,495.0
medal,33.359722675613654,39.31921805969701,73.30366887892316,56.91954033020381,77.88602984547622,84.0,510.0,405.38,6.004837,1.879557,0.3915048664054894,0.528430328792459,80.0
medalist,37.16909119441251,27.47292763885377,72.01425428183134,39.57211366991592,82.57265750064096,196.0,366.0,402.02,5.99649,2.453778,2.0227751430950285,1.46095443842621,164.0
medals,26.093663057550263,31.86720814290564,33.45344122446601,55.08479753410703,44.99098159920585,37.0,159.0,191.8,5.256478,2.48034,0.1957524332027447,0.1787337876798023,35.0
media,40.5487403735747,40.59424515241448,65.12175424877692,67.15959764478279,64.8118246578327,23243.0,366.0,348.6,5.853932,1.878502,162.97042572239172,88.48876696999604,16686.0
medias,38.61845419904518,48.63888813534179,44.53879828562808,48.30076470553071,35.49436565013788,41.0,216.0,159.36,5.071197,2.369049,0.1957524332027447,0.1476496506920106,38.0
mediator,43.573104114659046,51.41976359742976,65.01205275068642,82.15354208583116,68.54538024019585,77.0,775.0,847.57,6.742372,2.130908,0.9396116793731746,0.9014399726459594,71.0
medic,46.207368899118514,54.10014915409973,48.178276926229664,54.68574185571937,55.02537380435199,110.0,629.0,482.61,6.179201,2.282538,1.0309628148677887,1.6241461576121166,88.0
medical,50.478340737386894,46.64930408981571,53.40349326758608,77.49453806052323,55.63110905372975,1661.0,664.0,611.61,6.416092,2.143719,14.746683301273436,18.355182891291,1392.0
medicare,46.43240651833271,56.48471867366579,63.499435272437054,84.18909614576154,72.55524355077569,94.0,422.0,351.37,5.861827,2.126935,0.3654045419784568,1.1967392740299807,88.0
medicated,63.47238997456286,60.91879343045902,34.56872373488791,53.13430623582834,31.592301443489724,38.0,87.0,128.03,4.852247,1.831873,0.1827022709892284,0.209817924667594,36.0
medication,46.07563118915496,49.40750858405588,29.667126140932247,66.74420371623803,42.69351037029394,40.0,221.0,182.91,5.209012,2.666815,0.1305016221351631,0.2175889589145419,40.0
medicina,56.09973450929586,26.59625073643565,67.69053947367576,58.11157053653388,9.84638631977784,44.0,718.0,873.94,6.773012,2.361241,0.1044012977081305,0.1321075821981147,41.0
medicine,50.733503744401055,42.34012994376236,52.63086455482504,79.7747094820149,56.65489988405141,1106.0,603.0,605.51,6.406078,2.315009,11.249239828051063,13.19521615131758,921.0
medieval,46.62045834829323,54.30661297665195,61.90678940034162,83.87883814974933,41.67376360945628,86.0,534.0,518.78,6.251487,2.095207,0.8874110305191093,1.04908962333797,73.0
medievalist,50.818926675312206,58.07645014351548,46.87516009925125,92.02656571191731,34.73979598023302,53.0,357.0,356.49,5.876313,1.928068,0.3654045419784568,0.6216827397558341,33.0
medill,42.81055928649244,37.69073556569605,66.81840355930451,62.5630699829732,63.33397832419748,88.0,302.0,353.04,5.866576,1.793932,0.6394579484622994,0.3885517123473963,73.0
medina,54.522755955389,50.7855557162251,66.56988022611125,50.28663093698115,72.09112794362524,42.0,169.0,362.39,5.892718,2.497331,0.2218527576297773,0.3186124041248649,40.0
medio,66.8573896724444,41.708001089755406,52.59989113721279,58.46555281133546,27.49452301866433,67.0,307.0,387.95,5.960888,2.32243,0.1305016221351631,0.1709627534328544,62.0
mediocre,45.10952880195623,54.83985769594331,41.55352465714516,53.80198174793007,41.245234034756685,688.0,202.0,210.43,5.349144,1.900726,4.110801097257639,5.633999829037246,636.0
mediocrity,44.93469532216522,51.47931115482894,41.7464952385633,56.44297958531384,51.19216027631893,156.0,167.0,188.65,5.239917,1.888302,1.2267152480705334,0.8936689383990115,144.0
medios,66.04346146363535,56.79065195616596,87.51661774743144,51.65165466254811,61.6832231835698,49.0,421.0,521.41,6.25654,2.539034,0.1044012977081305,0.0621682739755834,44.0
meditate,57.08447210961352,49.20209195653752,55.42664281629984,67.52625343028329,64.53091680113859,65.0,175.0,172.74,5.151816,1.814905,0.4306553530460383,0.5750565342741465,59.0
meditating,41.15826013732077,40.657710380529856,46.87828107438772,62.83052987618374,54.43034674626368,35.0,240.0,199.66,5.296629,2.002937,0.3393042175514241,0.1321075821981147,35.0
meditation,42.12119428024777,41.71821884966357,69.60643261770237,80.56529960461846,73.07478539509475,272.0,280.0,259.05,5.557009,2.057615,3.2364402289520458,2.836427500135993,226.0
meditations,31.917547779990706,47.34877855273072,72.83445175838041,86.87849560665508,83.20488884076951,31.0,165.0,293.23,5.680954,1.977774,0.1827022709892284,0.1554206849389585,31.0
meditator,41.82756114464757,43.33735139420501,57.50261546141888,76.29504369439614,65.0797993525558,74.0,310.0,265.72,5.582451,1.825561,0.8874110305191093,0.6838510137314175,64.0
medium,46.30768069002877,51.249704885276245,58.52050680194827,73.03638549249962,56.923434764853376,545.0,225.0,239.07,5.476752,2.076408,4.658907910225324,5.299845356418485,464.0
mediums,46.48538757868666,44.41490407759183,63.17620524331834,72.73917909544517,38.984655164125456,68.0,316.0,318.02,5.762129,1.765124,0.4698058396865873,0.4507199863229797,64.0
medo,23.73548680974237,57.90945554444602,53.62371659951142,29.58842934428589,31.230463992949687,31.0,225.0,186.32,5.227457,2.239518,0.0522006488540652,0.101023445210323,30.0
meds,47.27140836456034,60.45136898013739,42.584629167846174,69.85656764407334,38.02366405617262,54.0,169.0,156.65,5.053998,2.264564,0.2479530820568099,0.2642151643962295,52.0
mee,48.05469721672072,47.31717338191684,37.54875271998954,43.58910539480128,40.15646133778012,235.0,51.0,61.75,4.123044,1.932321,0.3393042175514241,0.2486730959023336,215.0
meee,64.04037375984079,64.73459204876015,29.998407351563262,36.68144986722224,27.287990198133212,103.0,51.0,54.5,3.998227,1.718366,0.169652108775712,0.1865048219267502,100.0
meeee,61.62862989490853,66.29623699517194,25.91048307084053,39.067936089517566,34.658283398476826,65.0,38.0,41.68,3.730133,1.94752,0.1305016221351631,0.0932524109633751,62.0
meek,45.54877333482425,45.15515054480381,44.10063954095136,36.44871420195076,50.45775294410627,120.0,84.0,70.92,4.261486,1.915239,0.6264077862487831,0.3419255068657088,98.0
meeting,45.02396075586719,41.75189383039443,66.92001072604526,63.98587290960105,70.4952445567806,786.0,198.0,221.98,5.402594,2.209438,5.755121536160694,3.419255068657088,718.0
meetings,36.92509241707273,39.31170368560124,78.37454176558347,72.24975143385461,87.29819235519966,183.0,506.0,493.25,6.201009,2.287192,0.9526618415866908,0.9869213493623866,167.0
meets,42.14362937135836,40.841812395239344,56.74766473601812,56.26028765568896,56.51150845051451,594.0,204.0,191.25,5.253601,2.129736,4.045550286190057,2.611067506974503,545.0
meetup,34.17580383461553,40.619169236077234,53.91498652800877,84.50914844307223,55.0790359617276,97.0,478.0,437.84,6.081848,1.871755,0.7960598950244951,0.7149351507192092,84.0
meetups,49.17988657257194,42.05824824887473,59.58954106213113,87.05454902119239,60.999096010824296,33.0,233.0,202.67,5.311587,2.357355,0.1174514599216468,0.5672855000271986,31.0
meg,59.751252845694125,54.979846524258136,54.06293980509541,58.96345853110584,44.829229050557984,75.0,407.0,313.78,5.748677,1.949767,0.4959061641136199,0.7149351507192092,64.0
mega,42.08279360768768,51.519389712995,61.73464484764963,49.38229062887068,54.02640977411105,260.0,318.0,280.07,5.635043,1.876949,1.3833171946327292,1.6163751233651686,245.0
megan,51.04866520980392,52.58078728405994,54.34994826518661,55.82505946393711,53.79789169078671,245.0,206.0,195.0,5.273,2.098895,1.5138188167678923,1.0957158288196576,202.0
meghan,56.20069097110842,56.581782658392434,60.04705454740229,41.06772199949646,56.00854757453844,69.0,197.0,240.54,5.482897,2.078297,0.4437055152595546,0.3419255068657088,57.0
meh,51.69746078650475,59.84712461648692,36.77805472505592,45.579932662738216,35.48305853960036,306.0,90.0,92.43,4.526488,1.817906,1.5399191411949251,1.3443889247219911,287.0
meio,91.63638106080228,85.68929126187285,43.9821065748858,95.05121119399897,66.30889320099193,43.0,246.0,149.85,5.009633,2.388522,0.0130501622135163,0.0466262054816875,40.0
mejor,70.4493727186748,41.55402882533535,85.31510222027501,38.616260872611605,41.67422041810539,312.0,241.0,230.0,5.438071,2.382843,0.8482605438785604,1.2278234110177724,280.0
mejores,69.15071761430136,18.367848598716712,99.36354254732238,3.06456785883247,52.94927020360299,42.0,447.0,664.87,6.499589,1.849306,0.0522006488540652,0.0854813767164272,42.0
mel,57.41193488378801,58.76328585602488,47.87403226720107,43.8584102322255,45.76901082770697,133.0,157.0,170.29,5.137485,2.10639,0.8613107060920767,0.8315006644234281,124.0
melanated,56.71398471742104,55.936685587720106,31.95602175985744,30.836782553406184,40.06674098274659,36.0,361.0,336.83,5.819569,1.987871,0.1435517843486794,0.4040937808412921,36.0
melancholy,64.99260093378346,69.51709686469785,37.27062935705749,61.61480333705396,24.085610813934487,73.0,102.0,152.38,5.026367,1.875547,0.2349029198432936,0.3341544726187608,60.0
melanie,58.238807771222845,44.98212594489171,54.64198983794992,45.69921657570193,46.464105754921,87.0,161.0,146.02,4.983719,2.292474,0.6264077862487831,0.4973461918046672,74.0
melanin,64.2005901665742,56.03673316749514,27.52162553544066,27.036929849789026,31.001469988182983,196.0,131.0,112.72,4.724904,1.903565,1.331116545778664,1.694085465834648,173.0
melbourne,39.99364457790994,38.823101013218114,64.97883775394106,50.56614666443975,70.43917885098821,56.0,313.0,312.8,5.745574,2.452835,0.2871035686973589,0.2642151643962295,53.0
melee,40.87571696348628,61.144120149558304,30.314235345595574,58.684747841933714,21.569897708407183,92.0,294.0,278.61,5.629798,1.727749,0.7438592461704299,2.020468904206461,68.0
melhor,30.94251646275693,51.568896813270825,86.39555210988607,18.678942173544677,47.47888184202955,125.0,239.0,277.7,5.626547,2.517332,0.0652508110675815,0.2253599931614898,117.0
melissa,51.062073481960745,48.05476131410058,68.24803426511235,55.41682447793092,62.37927617239243,196.0,390.0,372.73,5.920858,1.914109,1.3833171946327292,1.119028931560501,172.0
mellon,47.79731976011558,45.912483750575696,56.22984047969924,70.35128814045225,51.30472622553144,62.0,315.0,402.16,5.996854,2.009109,0.6133576240352667,0.8004165274356364,52.0
mellow,40.62121848717729,49.47937130168303,51.66104222224413,50.75398388926116,49.23009655669205,117.0,140.0,158.87,5.068059,1.965764,0.7569094083839462,0.4351779178290839,104.0
melo,53.205583466232255,49.83809892699389,41.15642935773104,18.485050571587223,56.30816541266419,62.0,90.0,100.37,4.608886,2.091568,0.3262540553379078,0.2642151643962295,58.0
melodic,45.54254405500533,40.91661936877734,67.4734289965029,44.65620526579314,57.50959816922736,53.0,159.0,180.95,5.198232,1.952841,0.5089563263271363,0.4662620548168756,45.0
melodies,51.03808030377637,60.76963690870767,64.93351591058324,56.66125731426626,53.09816865647194,87.0,148.0,156.49,5.052962,1.668589,0.5481068129676852,0.310841369877917,77.0
melody,58.26989271804874,56.439260262978685,53.39706434822949,46.693744740984336,52.75291688654911,144.0,178.0,186.66,5.229284,2.126936,0.9787621660137236,0.7615613562008968,120.0
melon,48.70767316331331,63.120756012015256,51.174407942832914,41.1123497658616,36.67309269197329,38.0,195.0,228.49,5.431514,2.008593,0.208802595416261,0.2564441301492816,36.0
melt,48.84462297528884,53.56674328189887,39.03752719274263,42.28698145072285,38.78674340586565,111.0,92.0,95.69,4.561066,2.079931,0.5350566507541689,0.4351779178290839,105.0
meltdown,42.60342901340213,56.49253507787312,51.68949711756488,39.01244680274,39.25948463004131,34.0,105.0,134.34,4.900405,1.639252,0.1566019465621957,0.1476496506920106,34.0
melting,52.30288803766795,54.13477797843923,54.8020972481653,40.72556966534427,44.03695715441471,57.0,142.0,129.27,4.861883,2.082495,0.3132038931243915,0.3885517123473963,54.0
melts,53.979771420229085,56.62984054794143,45.90177337438649,40.95987536735949,39.93149933241979,33.0,111.0,95.29,4.556942,1.846495,0.1957524332027447,0.202046890420646,30.0
melvin,38.2889090617036,23.889376935391997,48.25395093985206,47.56391919370787,40.2984531048273,49.0,193.0,224.21,5.412565,2.022157,0.1957524332027447,0.1787337876798023,38.0
mem,45.57784208606202,44.48448577401861,58.74730459121133,71.99703686037893,56.85312173113343,77.0,286.0,250.84,5.524821,1.719783,0.3262540553379078,0.4973461918046672,69.0
members,36.71022229782584,28.95964517433912,84.15884060639765,68.43450568061917,85.05812233398208,990.0,1048.0,877.24,6.776783,2.354493,3.379992013300725,4.779186061872975,911.0
membership,37.22307385259887,31.24132955389085,71.76175978721929,66.68186421864534,77.55722409528434,384.0,462.0,529.57,6.272062,2.081158,1.2789158969245988,1.585290986377377,352.0
meme,50.13239196883175,61.92841611113799,34.14867394148447,47.82960284616465,25.592065509272366,622.0,137.0,145.85,4.982601,1.8728,2.2968285495788714,6.636463246893529,545.0
memeber,31.055889102015723,28.81630638639492,49.7070437550544,29.89754935139395,53.65983685562995,35.0,47.0,63.26,4.147315,1.736651,0.1174514599216468,0.1165655137042189,35.0
memento,52.98127760512829,61.25357562603191,39.88444655641322,54.965632637407936,31.720684972974244,79.0,359.0,392.63,5.972867,2.108137,0.169652108775712,1.173426171289137,73.0
memer,44.81819875811204,61.7034922959708,29.105244547154086,64.41036802587399,14.656072055242692,46.0,158.0,162.57,5.091094,1.688256,0.1827022709892284,0.9247530753868032,42.0
memes,50.63920307806095,60.70990416774327,31.27721019322556,54.09435373848682,24.871262090440844,1037.0,190.0,190.09,5.247481,1.948394,3.1189887690303992,18.440664268007428,929.0
memo,47.11683997899581,50.06140905285743,43.32468364262046,47.28779759520363,38.51466759765083,48.0,126.0,158.2,5.063866,1.863811,0.208802595416261,0.1398786164450626,42.0
memoir,50.88798621689771,53.97449803156504,57.14495092371619,83.10176855533744,41.27537716200344,426.0,324.0,321.01,5.771462,1.782265,2.1924272518707406,2.090408212428992,321.0
memoirist,50.77034923661148,55.85232148044471,63.91565185660302,90.33719076792164,50.64367965594598,44.0,240.0,192.2,5.258555,1.765493,0.2871035686973589,0.202046890420646,34.0
memoirs,64.1033830928041,68.0050903798693,50.891208578016034,63.05157411973694,45.22533362861544,67.0,208.0,277.17,5.62462,2.024891,0.6003074618217504,0.4351779178290839,60.0
memorabilia,35.211669220441664,35.129602459126936,67.96660396277036,64.05622747536383,64.80294933311207,124.0,732.0,617.5,6.425684,2.315671,0.7438592461704299,0.9713792808684908,109.0
memorable,29.718865252659853,26.31766216772053,72.73598399496016,62.43504279970568,78.27013146217972,97.0,363.0,475.97,6.165363,2.225397,0.6264077862487831,0.4740330890638235,93.0
memorial,35.29570677442068,23.63369001144064,81.14567679496938,55.766179253725134,77.8128403421088,229.0,692.0,598.52,6.394458,2.344431,1.4746683301273436,1.468725472673158,201.0
memories,52.00305702331327,48.28505320497654,55.60780872392458,45.9884590174794,56.44687298521247,652.0,136.0,141.19,4.950121,2.045652,4.345704017100933,3.3726288631754,611.0
memory,49.93264948425216,49.29634053848441,45.428232830813606,56.54470582897655,44.35413369499979,463.0,209.0,225.85,5.419856,2.368974,3.2233900667385296,3.069558527544431,421.0
memphian,41.36169529041365,41.37538102682715,62.98609643130505,52.331217788015216,60.55784119712831,74.0,1183.0,1035.76,6.942889,1.990486,0.874360868305593,0.7071641164722613,65.0
memphis,41.13601743764208,39.0822855226421,62.60858521788531,46.27590760927048,67.34104691484413,998.0,561.0,529.55,6.272025,2.143444,12.058349885289074,10.63854588407171,718.0
mena,39.990595983891616,47.37409603591104,40.91822020101837,75.13773036079066,44.44710525494835,84.0,224.0,198.55,5.291062,2.245582,0.3784547041919731,0.5828275685210945,59.0
menace,47.085498078429296,62.27505704387298,39.35721063232827,45.67254628122501,40.3043467471626,155.0,201.0,165.25,5.107441,2.143597,0.6394579484622994,0.9092110068929072,144.0
mendes,84.65450835240092,57.30578740072267,59.06051040491158,25.9263933322099,27.06598575844955,56.0,30.0,32.24,3.473358,1.779838,0.417605190832522,0.5206592945455111,37.0
mendoza,59.96893442801251,46.57148617790205,52.30959135082445,46.04021321043656,44.87197890419646,37.0,357.0,286.89,5.659111,2.098007,0.2610032442703263,0.1942758561736981,31.0
